20      0.0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9
0.0   0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1   0.0	1.0000000000001327e-06	1.0000000000001327e-06	4.000000000000531e-06	7.000000000000062e-06	9.000000000000327e-06	1.0999999999999725e-05	5.000000000004133e-06	-1.5999999999997787e-05	-7.199999999999481e-05	-0.000178000000000008	-0.0003480000000000063	-0.0005869999999999964	-0.0008780000000000016	-0.0011789999999999908	-0.0014310000000000004	-0.0015709999999999934	-0.0015510000000000133	-0.0013589999999999982	-0.0010259999999999983
0.2   0.0	3.0000000000012655e-06	4.999999999999796e-06	8.000000000001062e-06	7.999999999997592e-06	1.4000000000000123e-05	1.6999999999996185e-05	7.999999999995858e-06	-3.199999999999904e-05	-0.00013299999999999944	-0.00032499999999999196	-0.0006389999999999989	-0.0010780000000000017	-0.0016059999999999942	-0.002142999999999998	-0.002569999999999993	-0.0027729999999999994	-0.002671999999999999	-0.002256000000000003	-0.0016079999999999914
0.3   0.0	4.999999999999796e-06	5.999999999999062e-06	7.999999999999327e-06	1.1000000000000593e-05	1.6000000000002124e-05	1.7999999999997185e-05	1.1000000000000593e-05	-3.600000000000131e-05	-0.00016000000000000736	-0.00040699999999999764	-0.0008130000000000047	-0.0013790000000000018	-0.002051	-0.0027060000000000035	-0.0031840000000000106	-0.003320000000000007	-0.0030339999999999985	-0.0023529999999999975	-0.0014289999999999928
0.4   0.0	5.999999999999062e-06	9.999999999999593e-06	1.0999999999997123e-05	1.2000000000001593e-05	1.6999999999999654e-05	2.6000000000001716e-05	2.7000000000002716e-05	-9.000000000002062e-06	-0.00012399999999999217	-0.00037800000000000333	-0.0008100000000000017	-0.0014139999999999969	-0.002118000000000007	-0.0027630000000000007	-0.003142999999999993	-0.003086000000000002	-0.002523000000000001	-0.0015579999999999969	-0.0004340000000000038
0.5   0.0	8.999999999998592e-06	1.4000000000000123e-05	1.6000000000002124e-05	1.6999999999999654e-05	2.6999999999999247e-05	4.800000000000637e-05	7.499999999999174e-05	7.800000000000862e-05	8.000000000001062e-06	-0.00019700000000000967	-0.0005839999999999942	-0.0011450000000000071	-0.0017839999999999922	-0.0023140000000000053	-0.0025020000000000094	-0.0021739999999999884	-0.0013159999999999908	-0.00012000000000000205	0.0010809999999999986
0.6   0.0	1.1000000000004062e-05	1.7999999999997185e-05	1.9999999999999185e-05	2.5999999999998247e-05	4.800000000000637e-05	9.799999999999393e-05	0.00017299999999999954	0.0002479999999999982	0.0002689999999999984	0.00016299999999999648	-0.0001229999999999981	-0.0005870000000000077	-0.001117	-0.0015049999999999994	-0.001499999999999991	-0.0009420000000000088	0.00011499999999999705	0.0014120000000000035	0.0026209999999999983
0.7   0.0	7.000000000000062e-06	1.1999999999998123e-05	1.3000000000006062e-05	2.5999999999998247e-05	7.200000000000262e-05	0.00016999999999999654	0.00032400000000000484	0.0005080000000000015	0.0006610000000000019	0.0006980000000000042	0.0005380000000000107	0.0001769999999999966	-0.00027599999999999847	-0.0005939999999999938	-0.0005120000000000059	0.00011399999999999952	0.0011919999999999986	0.002493000000000002	0.00392300000000001
0.8   0.0	-1.1999999999998123e-05	-2.5999999999998247e-05	-3.0000000000002247e-05	-7.999999999994123e-06	7.299999999999668e-05	0.0002390000000000031	0.0005030000000000034	0.0008340000000000014	0.0011559999999999904	0.001351999999999999	0.0013149999999999898	0.0010080000000000089	0.0005290000000000017	0.00012599999999999417	8.800000000000648e-05	0.0005729999999999989	0.0015110000000000054	0.0028820000000000026	0.005183000000000007
0.9   0.0	-6.400000000000156e-05	-0.00011800000000000005	-0.00014899999999999636	-0.0001229999999999981	-2.000000000002e-06	0.00025199999999998834	0.0006530000000000008	0.0011599999999999944	0.0016730000000000078	0.002036999999999997	0.0020889999999999936	0.0017510000000000164	0.001107999999999991	0.0004310000000000008	7.899999999999573e-05	0.00025500000000000164	0.0009189999999999962	0.0023029999999999995	0.005808000000000008
1.0   0.0	-0.00015999999999999348	-0.0002989999999999937	-0.00038599999999999746	-0.0003780000000000172	-0.00022099999999999898	0.00012999999999999123	0.000685000000000005	0.0013910000000000033	0.0021089999999999998	0.0026270000000000043	0.0027279999999999804	0.0022790000000000032	0.001348999999999989	0.0002660000000000024	-0.0005209999999999937	-0.0007769999999999964	-0.0007239999999999972	-0.00035700000000000315	0.0023220000000000046
